split,segment_column,segment_value,threshold,row_count,positive_count,prevalence,pr_auc,roc_auc,precision,recall,f1,predicted_positive_rate,predicted_negative_rate,positive_prediction_count,negative_prediction_count,specificity,negative_predictive_value,true_positive_count,true_negative_count,false_positive_count,false_negative_count
test,vip_level,V1,0.85,440892,171507,0.3890000272175499,0.566282907526728,0.6723333862406976,0.8270142180094787,0.00610470709650335,0.01211994929763331,0.0028714515119348956,0.9971285484880651,1266,439626,0.9991870371401526,0.6122613312224482,1047,269166,219,170460
test,vip_level,V1,0.9,440892,171507,0.3890000272175499,0.566282907526728,0.6723333862406976,0.8773584905660378,0.0005422519197467159,0.0010838339752815929,0.000240421690572748,0.9997595783094273,106,440786,0.999951741930694,0.6111174129849859,93,269372,13,171414
test,vip_level,V1,0.95,440892,171507,0.3890000272175499,0.566282907526728,0.6723333862406976,0.0,0.0,0.0,0.0,1.0,0,440892,1.0,0.6109999727824501,0,269385,0,171507
test,vip_level,V2,0.05,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.5079315953005146,1.0,0.6736798895699102,1.0,0.0,164784,0,0.0,0.0,83699,0,81085,0
test,vip_level,V2,0.1,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.5079315953005146,1.0,0.6736798895699102,1.0,0.0,164784,0,0.0,0.0,83699,0,81085,0
test,vip_level,V2,0.15,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.5080180147371233,0.9999880524259549,0.6737531847069667,0.9998179434896592,0.00018205651034075565,164754,30,0.0003576493802799531,0.9666666666666667,83698,29,81056,1
test,vip_level,V2,0.2,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.5084471777918227,0.999605730056512,0.6740436090891879,0.9985920963200311,0.0014079036799689026,164552,232,0.0024542147129555407,0.8577586206896551,83666,199,80886,33
test,vip_level,V2,0.25,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.5147131921662194,0.9897370338952676,0.6772317213245423,0.9766967666763764,0.023303233323623607,160944,3840,0.03676388974532897,0.7763020833333333,82840,2981,78104,859
test,vip_level,V2,0.3,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.5284929129302863,0.9604415823367065,0.6818118206838644,0.9230750558306632,0.07692494416933682,152108,12676,0.1154960843559228,0.7387977279899022,80388,9365,71720,3311
test,vip_level,V2,0.35,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.550763342114072,0.9042760367507378,0.684575413461408,0.8339523254684921,0.16604767453150793,137422,27362,0.23863846580748596,0.7071851472845552,75687,19350,61735,8012
test,vip_level,V2,0.4,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.5784505802852447,0.8324950118878361,0.6826021150389161,0.7310054374211088,0.2689945625788912,120458,44326,0.37375593512980204,0.6837070793665118,69679,30306,50779,14020
test,vip_level,V2,0.45,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.6128010634970285,0.7490173120347914,0.6740966543550373,0.6208369744635401,0.37916302553645986,102304,62480,0.5114756120120861,0.663780409731114,62692,41473,39612,21007
test,vip_level,V2,0.5,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.6445448268598378,0.6580365356814298,0.651220809932013,0.5185636955044179,0.48143630449558206,85451,79333,0.6254054387371277,0.6392169714998802,55077,50711,30374,28622
test,vip_level,V2,0.55,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.6751394018393801,0.5569361641118771,0.6103676740166554,0.41900305854937375,0.5809969414506262,69045,95739,0.7233767034593328,0.6126552397664483,46615,58655,22430,37084
test,vip_level,V2,0.6,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.7027484379648914,0.45151077073800167,0.5497872340425531,0.3263423633362462,0.6736576366637538,53776,111008,0.8028611950422396,0.5864442202363793,37791,65100,15985,45908
test,vip_level,V2,0.65,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.7338399084001249,0.3369215880715421,0.4618143408091577,0.23320225264588795,0.7667977473541121,38428,126356,0.8738607633964358,0.5607727373452784,28200,70857,10228,55499
test,vip_level,V2,0.7,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.765386285578935,0.2316395655862077,0.35564523525635144,0.1537224487814351,0.846277551218565,25331,139453,0.9267065425171117,0.5388338723440873,19388,75142,5943,64311
test,vip_level,V2,0.75,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.792868920032976,0.13788695205438536,0.23491934252709787,0.08833381881736091,0.9116661811826391,14556,150228,0.962816797188136,0.519676757994515,11541,78070,3015,72158
test,vip_level,V2,0.8,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.8323815403611668,0.06443326682517114,0.11960788662423208,0.03931813768327022,0.9606818623167298,6479,158305,0.9866066473453783,0.5053472726698461,5393,79999,1086,78306
test,vip_level,V2,0.85,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.856418918918919,0.01817226012258211,0.0355893536121673,0.01077774541217594,0.9892222545878241,1776,163008,0.9968551520009866,0.4958652336081665,1521,80830,255,82178
test,vip_level,V2,0.9,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.9017341040462428,0.0018638215510340624,0.0037199542159481115,0.0010498592096320032,0.998950140790368,173,164611,0.9997903434667325,0.4924822763970816,156,81068,17,83543
test,vip_level,V2,0.95,164784,83699,0.5079315953005146,0.6865825823793101,0.6882592551338632,0.0,0.0,0.0,0.0,1.0,0,164784,1.0,0.4920684046994854,0,81085,0,83699
test,vip_level,V3,0.05,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.5611196676098714,1.0,0.7188682318876491,1.0,0.0,558380,0,0.0,0.0,313318,0,245062,0
test,vip_level,V3,0.1,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.5611196676098714,1.0,0.7188682318876491,1.0,0.0,558380,0,0.0,0.0,313318,0,245062,0
test,vip_level,V3,0.15,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.561124523598017,0.9999585086078681,0.7188614957495383,0.9999498549374978,5.0145062502227056e-05,558352,28,6.120900017138521e-05,0.5357142857142857,313305,15,245047,13
test,vip_level,V3,0.2,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.5613225551527576,0.9997542432927569,0.7189711703213028,0.999392886564705,0.0006071134352949592,558041,339,0.001069117202993528,0.7728613569321534,313241,262,244800,77
test,vip_level,V3,0.25,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.5650380860189325,0.9948391091478944,0.7207259492880629,0.9879401124682116,0.012059887531788438,551646,6734,0.020880430258465206,0.7598752598752598,311701,5117,239945,1617
test,vip_level,V3,0.3,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.5802756449997616,0.9708826176600132,0.7263985252100489,0.9388319782227157,0.06116802177728431,524225,34155,0.10214557948600762,0.7328941589811155,304195,25032,220030,9123
test,vip_level,V3,0.35,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.6095428476542043,0.9138415284152204,0.7313000924587384,0.8412443139080913,0.1587556860919087,469734,88646,0.2515730713044046,0.69547413306861,286323,61651,183411,26995
test,vip_level,V3,0.4,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.6382202335375191,0.8512916589535232,0.7295162450529102,0.7484508757476988,0.25154912425230125,417920,140460,0.3830336812724943,0.6682827851345579,266725,93867,151195,46593
test,vip_level,V3,0.45,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.670165493982786,0.7788317300633861,0.7204239489844119,0.6521043017300047,0.34789569826999533,364122,194258,0.5099199386277758,0.6432785264956913,244022,124962,120100,69296
test,vip_level,V3,0.5,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.6977858672644284,0.7133487383425147,0.7054814842872114,0.5736344424943587,0.4263655575056413,320306,238074,0.6049938382939828,0.6227517494560515,223505,148261,96801,89813
test,vip_level,V3,0.55,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.7257401882861892,0.6382301687103837,0.6791779314467374,0.4934596511336366,0.5065403488663633,275538,282842,0.6916331377365728,0.5992497578153174,199969,169493,75569,113349
test,vip_level,V3,0.6,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.7513915849284604,0.5596550469491061,0.6415028764279247,0.41793581431999716,0.5820641856800028,233367,325013,0.7632558291371163,0.5755000569208001,175350,187045,58017,137968
test,vip_level,V3,0.65,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.7784808781493406,0.467643097428172,0.5842937240295734,0.33707152834986925,0.6629284716501307,188214,370166,0.8298675437236291,0.5493994586212673,146521,203369,41693,166797
test,vip_level,V3,0.7,558380,313318,0.5611196676098714,0.7602996532622808,0.7178505237698102,0.8044835200896977,0.37556412335071715,0.5120727957927443,0.26195243382642647,0.7380475661735735,146269,412111,0.8833030008732484,0.5252565449599744,117671,216464,28598,195647
