rows,positives,positive_rate,score_mean,pr_auc,roc_auc,brier,threshold,row_count,positive_count,prevalence,brier_score,precision,recall,f1,predicted_positive_rate,predicted_negative_rate,positive_prediction_count,negative_prediction_count,specificity,negative_predictive_value,true_positive_count,true_negative_count,false_positive_count,false_negative_count,model_name,split
1424833,731576,0.5134468390330656,0.5151562168088223,0.7360110082778407,0.7222955031790317,0.21205936984854296,0.5,1424833,731576,0.5134468390330656,0.21205936984854296,0.6852652144325824,0.640059269303531,0.661891269362799,0.47957550112890424,0.5204244988710958,683315,741518,0.689778826611199,0.6448852219366219,468252,478194,215063,263324,lightgbm,test
2468327,1254661,0.5083042076677847,0.5013448115887859,0.7395638536221186,0.7317177059632035,0.20877253419150674,0.5,2468327,1254661,0.5083042076677847,0.20877253419150674,0.6909293416722224,0.6244627034712962,0.6560167460358993,0.45940590529536807,0.5405940947046319,1133964,1334363,0.7112261528295264,0.6468936863507156,783489,863191,350475,471172,lightgbm,train
613353,321536,0.5242266688187716,0.5123239430815619,0.7444431638183772,0.7226777719235065,0.21153620365596193,0.5,613353,321536,0.5242266688187716,0.21153620365596193,0.693511552467887,0.6289995521496815,0.6596821068494134,0.4754619281229569,0.5245380718770432,291626,321727,0.6937121552205663,0.6292198043682998,202246,202437,89380,119290,lightgbm,validation
